# Yulengua 词库 · 西班牙语
# 来源：Instituto Cervantes · Plan Curricular · Nociones específicas A1-A2 + B1-B2
词,释义
capítulo,章；集
episodio,一集；一段
serie,系列；电视剧
culebrón,肥皂剧；狗血连续剧
telenovela,电视连续剧；肥皂剧
debate,辩论；讨论
documental,纪录片
telebasura,低俗电视节目；电视垃圾
programa de información general,综合新闻节目
programa de información deportiva,体育新闻节目
película en versión original,原声电影
película con subtítulos,带字幕的电影
cambiar de canal,换频道
cambiar de cadena,换台
cambiar de emisora,换电台
consultar la programación,查看节目表
audición,试听；听力；广播
emisión,播出；节目
programa televisivo,电视节目
programa radiofónico,广播节目
oyente,听众
telespectador,电视观众
teleadicto,电视迷；电视成瘾者
cámara,摄像机；相机
redactor,编辑；记者
reportero,记者；现场报道员
televisión por cable,有线电视
televisión vía satélite,卫星电视
televisión digital,数字电视
televisión analógica,模拟电视
medio audiovisual,视听媒体
medio periodístico,新闻媒体
parte meteorológico,天气预报
informativos,新闻节目；新闻资讯
espacio publicitario,广告时段
programación de calidad,优质节目编排
programación cultural,文化类节目编排
programación apta para todos los públicos,适合所有观众的节目编排
seguir un programa de televisión,收看电视节目
seguir un programa de radio,收听广播节目
grabar un programa de televisión,录制电视节目
grabar un programa de radio,录制广播节目
perderse un programa de televisión,错过电视节目
perderse un programa de radio,错过广播节目
zapear,不停换台；频道冲浪
contraseña,密码
nombre de usuario,用户名
navegador,浏览器
buscador,搜索引擎
ratón,鼠标
antivirus,杀毒软件
línea ADSL,ADSL线路
buscar información,搜索信息
buscar datos,搜索数据
buscar imágenes,搜索图片
buscar documentos,搜索文件
intercambiar información,交换信息
intercambiar datos,交换数据
intercambiar imágenes,交换图片
intercambiar documentos,交换文件
colgar una fotografía en Internet,把照片上传到网上
colgar un documento en Internet,把文件上传到网上
colgar un texto en Internet,把文字上传到网上
consultar una página web,查看网页
consultar una página de Internet,查看网页
entrar en una página web,进入网页
entrar en una página de Internet,进入网页
acceder a una página web,访问网页
acceder a una página de Internet,访问网页
descargarse un programa,下载程序
descargarse un archivo,下载文件
descargarse música,下载音乐
bajarse un programa,下载程序
bajarse un archivo,下载文件
bajarse música,下载音乐
conectarse a Internet,连接互联网
tener conexión a Internet,有网络连接
abrir(se) una cuenta de correo (electrónico),开设电子邮箱账户
adjuntar un documento,附加文件
reenviar un documento,转发文件
poner una copia a alguien,抄送给某人
poner una copia oculta a alguien,密送给某人
enviar una copia a alguien,抄送给某人
enviar una copia oculta a alguien,密送给某人
equipo informático,计算机设备；IT设备
servidor,服务器
proveedor de acceso,接入服务提供商
proveedor de conexión,网络连接服务提供商
videoconferencia,视频会议
audioconferencia,音频会议
comunicación a través del ordenador,通过计算机通信
entrar en un enlace,进入链接
acceder a un enlace,访问链接
pinchar en un enlace,点击链接
instalar un programa,安装程序
instalar un antivirus,安装杀毒软件
manejar un programa,操作程序
manejar un antivirus,操作杀毒软件
participar en una lista de distribución,参加邮件列表
inscribirse en una lista de distribución,订阅邮件列表
apuntarse en una lista de distribución,报名加入邮件列表
comunicarse por correo electrónico,通过电子邮件沟通
comunicarse por videoconferencia,通过视频会议沟通
entrar un virus,病毒入侵/感染
atacar un virus,病毒发起攻击
eliminar un virus,清除病毒
construir una casa,建房子
construir un edificio,建大楼
hacer una casa,建房子
hacer un edificio,建大楼
casero,房东；屋主
compra,购买；购物
alquiler,租赁；租金
visitar un piso,看房
ir a ver un piso,去看房
pagar el alquiler,付房租
pagar la hipoteca,还按揭
pagar el piso,付房款
pagar la luz,缴电费
pagar la comunidad,缴物业费
pagar el gas,缴燃气费
pagar el agua,缴水费
pagar el teléfono,缴电话费
empresa de mudanzas,搬家公司
camión de mudanzas,搬家卡车
hacer una mudanza,搬家
hacer un traslado,搬迁
irse (a vivir) a,搬去……住
albañilería,泥瓦工；砌筑工程
fontanería,管道工程；水暖
carpintería,木工；木作
material de construcción,建筑材料
cemento,水泥
ladrillo,砖
hacer una reforma,装修；翻修
reformar,装修；翻新
inmobiliaria,房地产中介；房产公司
constructora,建筑公司；开发商
gastos de comunidad,物业费
gastos de portería,门房费
gastos de agua,水费
vivir de alquiler,租房居住
estar de alquiler,处于租房状态
firmar una hipoteca,签订按揭贷款
firmar un contrato de alquiler,签订租赁合同
dar de alta la luz,开通电
dar de alta el agua,开通水
dar de alta el teléfono,开通电话
dar de alta el gas,开通燃气
dar de baja la luz,停用电
dar de baja el agua,停用水
dar de baja el teléfono,停用电话
dar de baja el gas,停用燃气
residencia temporal,临时住所
residencia permanente,永久住所
residencia estival,夏季度假住所
vivienda,住房；住宅
alojamiento,住宿；住处
hogar,家；家庭住所
convivir,共同生活；同居
trasladarse a,搬迁到
bloque de pisos,公寓楼
edificio de apartamentos,公寓大楼
portero,门卫；看门人
dueño,主人；业主
piso de segunda mano,二手公寓
piso luminoso,采光好的公寓
piso soleado,向阳的公寓
ático,顶层公寓；阁楼房
dúplex,复式住宅
buhardilla,阁楼；斜顶阁楼房
casa de campo,乡村住宅
segunda residencia,第二居所；度假房
vivienda de alquiler,租赁住房
vivienda en propiedad,自有住房
escalera de incendios,消防楼梯
salida de emergencia,紧急出口
comunidad (de vecinos),业主社区；邻里共同体
administrador,管理员；物业管理员
conserje,门卫；管理员
buena distribución,布局好
mala distribución,布局差
bien orientado,朝向好
mal orientado,朝向差
orientado al norte,朝北
orientado al sur,朝南
acogedor,温馨的；舒适的
lujoso,豪华的
espacioso,宽敞的
dar a la calle,朝向街道
dar a un patio,朝向庭院
dar al jardín,朝向花园
fregar el suelo,拖地
barrer,扫地
hacer la cama,铺床
pasar el aspirador,吸尘
sacar la basura,倒垃圾
planchar,熨衣服
tender la ropa,晾衣服
decoración,装饰；装修风格
ambiente moderno,现代氛围
ambiente clásico,古典氛围
estilo moderno,现代风格
estilo clásico,古典风格
decorar,装饰
iluminar una habitación,照亮房间
iluminar un espacio,照亮空间
escoba,扫帚
recogedor,簸箕
fregona,拖把
trapo,抹布
detergente,洗涤剂
lavavajillas,洗碗机；洗洁精
suavizante,衣物柔顺剂
suciedad,污垢；脏
limpieza,清洁；卫生
arreglar la casa,收拾房子
recoger la casa,整理房子
quitar el polvo,除尘
dejar la casa recogida,把房子收拾整齐
dejar la casa limpia,把房子打扫干净
tener la casa recogida,保持房子整洁
tener la casa limpia,保持房子干净
dejar la cama hecha,把床铺好
dejar la mesa puesta,把餐桌摆好
tener la cama hecha,保持床铺好
tener la mesa puesta,保持餐桌摆好
recuerdo,纪念品；回忆
adorno,装饰品
ambiente cálido,温暖的氛围
ambiente íntimo,私密的氛围
ambiente acogedor,温馨的氛围
ambiente fresco,清新的氛围
iluminación directa,直接照明
iluminación indirecta,间接照明
iluminación suave,柔和照明
iluminación tenue,昏暗照明
iluminación alegre,明快照明
luz directa,直射光
luz indirecta,间接光
luz suave,柔光
luz tenue,昏暗的光
luz alegre,明快的光
amueblar una habitación,给房间配家具
alfombra,地毯
cortina,窗帘
florero,花瓶
póster,海报
espejo,镜子
cómoda,五斗柜；梳妆柜
mesilla de noche,床头柜
(pequeño) electrodoméstico,小家电
frigorífico,冰箱
congelador,冰柜；冷冻室
horno,烤箱
cafetera,咖啡机
equipo de música,音响设备
funcionar,运作；起作用
estar roto,坏了
estar estropeado,出故障了
encender un electrodoméstico,打开家电
apagar un electrodoméstico,关闭家电
poner un electrodoméstico,启动家电
quitar un electrodoméstico,关掉家电
conectar un electrodoméstico,连接家电
programar un electrodoméstico,设置家电
enchufar un electrodoméstico,插上家电
desenchufar un electrodoméstico,拔掉家电
freidora,油炸锅
robot de cocina,料理机；多功能厨师机
exprimidor,榨汁机
picadora,绞肉机；切碎机
batidora,搅拌机
timbre,门铃
bombilla,灯泡
linterna,手电筒
interruptor,开关
estropearse un electrodoméstico,家电坏了
averiarse un electrodoméstico,家电发生故障
cartero,邮递员
mensajero,快递员；信使
empleado de correos,邮局工作人员
buzón (de correos),邮箱；邮筒
repartidor,配送员
cartero comercial,商务邮递员
envío,寄送；货件
entrega,交付；配送
gastos de envío,运费
empresa de mensajería,快递公司
correo ordinario,普通邮件
correo postal,邮政邮件
correo aéreo,航空邮件
carta certificada,挂号信
carta urgente,加急信
giro postal,邮政汇款
giro telegráfico,电汇
cheque postal,邮政支票
paquete postal,邮政包裹
enviar contra reembolso,货到付款寄送
enviar con acuse de recibo,带回执寄送
cuenta,账户；账单
cheque (de viaje),旅行支票
meter dinero en la cuenta,往账户存钱
poner dinero en la cuenta,往账户存钱
sacar dinero de la cuenta,从账户取钱
abrir una cuenta,开户
cerrar una cuenta,销户
caja fuerte,保险箱
ahorro,储蓄
cobro,收款；收费
ingreso,收入；存款
pago,付款
hipoteca,抵押贷款；按揭
crédito,信用；贷款额度
préstamo,贷款
talonario de cheques,支票簿
accionista,股东
inversor,投资者
ingresos periódicos,定期收入
ingresos extra,额外收入
ingresos elevados,高收入
cuenta corriente,活期账户
ahorrar dinero,存钱
cobrar dinero,收钱
invertir dinero,投资
pedir una hipoteca,申请按揭
pedir un crédito,申请信用贷款
pedir un préstamo,申请贷款
solicitar una hipoteca,申请按揭
solicitar un crédito,申请信用贷款
solicitar un préstamo,申请贷款
conceder una hipoteca,批准按揭
conceder un crédito,批准信用贷款
conceder un préstamo,批准贷款
pagar una hipoteca,偿还按揭
pagar un crédito,偿还信用贷款
pagar un préstamo,偿还贷款
domiciliar un recibo,设置账单自动扣款
domiciliar un pago,设置付款自动扣款
hacer un ingreso,存款
hacer una transferencia bancaria,办理银行转账
ingresar dinero,存钱
retirar dinero,取钱
cobrar un cheque,兑现支票
firmar un cheque,签支票
clínica,诊所
seguro médico,医疗保险
ir de urgencias,去急诊
estar en urgencias,在急诊室
compañía de seguros,保险公司
cubrir un accidente,承保事故
cubrir una prestación,承保福利项目
vigilante,保安；警卫
ladrón,小偷；盗贼
asesino,杀人犯
robo,盗窃；抢劫
robar,偷；抢
matar,杀死
policía municipal,市政警察
policía de tráfico,交警
inspector de policía,警察督察
agente de policía,警员
comisario,警察局长；委员
(servicio de) seguridad,安保服务
sospechoso,嫌疑人
secuestrador,绑架者
banda de delincuentes,犯罪团伙
banda de criminales,罪犯团伙
vigilancia,监控；警戒
protección,保护
seguridad (ciudadana),（公共）安全；治安
delito,犯罪；罪行
violación,强奸；侵犯
atraco,持械抢劫；抢劫
asesinato,谋杀
secuestro,绑架
pista,线索
coartada,不在场证明
huella,指纹；痕迹
prueba,证据；测试
medida de seguridad,安全措施
retrato robot,嫌疑人合成画像
poner una denuncia,报案；提出控告
denunciar,举报；控告
seguir una pista,追查线索
encontrar una pista,找到线索
detener a un sospechoso,逮捕嫌疑人
detener a un delincuente,逮捕罪犯
interrogar a un sospechoso,审问嫌疑人
interrogar a un delincuente,审问罪犯
confesar,坦白；供认
psicólogo,心理学家
voluntario de ONG,非政府组织志愿者
servicios sociales,社会服务
ayuda,帮助；援助
colaboración,合作
ayuda económica,经济援助
cuidar,照顾；护理
ayudar,帮助
recibir una ayuda,接受援助
ofrecer una ayuda,提供援助
atender a personas mayores,照顾老年人
asistente social,社会工作助理
trabajador social,社会工作者
monitor de actividades,活动辅导员；带队人员
adaptación,适应
integración,融入；融合
marginación,边缘化
menores,未成年人
inmigrantes,移民
personas mayores,老年人
personas discapacitadas,残障人士
personas sin recursos económicos,经济困难者
personas sin trabajo,失业者
personas sin hogar,无家可归者
personas en paro,失业者
inmigración,移民；移民现象
tercera edad,老年阶段；第三年龄
oficina del INEM,INEM就业局办公室
apoyar,支持
cooperar,合作；协作
colaborar,合作
perder el empleo de forma temporal,暂时失业
perder el empleo de forma indefinida,无限期失业
cobrar el subsidio de desempleo,领取失业救济金
baños públicos,公共厕所
aseos públicos,公共卫生间
W. C.,厕所；WC
semáforo,交通信号灯
farola,路灯
contenedor de basuras,垃圾箱
contenedor de vidrio,玻璃回收箱
contenedor de papel,纸类回收箱
contenedor de plástico,塑料回收箱
compañía eléctrica,电力公司
compañía de gas,燃气公司
compañía de agua,供水公司
servicio de limpieza,清洁服务
servicio de recogida de basura,垃圾收集服务
recoger la basura,收垃圾
barrer las calles,扫街
regar los jardines,给花园浇水
regar las zonas verdes,给绿地浇水
llegar la factura del agua,收到水费账单
llegar la factura de la luz,收到电费账单
llegar el recibo del agua,收到水费收据
llegar el recibo de la luz,收到电费收据
pagar la factura del agua,支付水费账单
pagar la factura de la luz,支付电费账单
pagar el recibo del agua,支付水费收据
pagar el recibo de la luz,支付电费收据
deber la factura del agua,欠水费
deber la factura de la luz,欠电费
deber el recibo del agua,欠水费
deber el recibo de la luz,欠电费
cobrar la factura del agua,收取水费
cobrar la factura de la luz,收取电费
cobrar el recibo del agua,收取水费
cobrar el recibo de la luz,收取电费
escaleras mecánicas,自动扶梯
descuento,折扣
garantía,保修；保证
hacer una devolución,退货
hacer un cambio,换货
salir de rebajas,去逛打折季
ir de rebajas,去打折季购物
poner rebajas,推出折扣活动
haber rebajas,有打折促销
tener rebajas,有打折
tener un descuento,有折扣
hacer un descuento,给折扣
subir el precio,涨价
bajar el precio,降价
estar de oferta,特价促销
tener garantía,有保修
tener precios especiales,有优惠价
haber precios especiales,有特价
comprar por catálogo,通过目录购买
comprar por Internet,网购
vender por catálogo,通过目录销售
vender por Internet,网上销售
establecimiento,营业场所；商铺
comercio,商业；商店
cadena,连锁；链条
artículo,商品；文章；条款
producto,产品
mercancía,货物；商品
distribución,分销；分布
reparto,配送；分发
clientela,顾客群
consumidor,消费者
etiqueta,标签
alarma,警报；防盗器
horario comercial,营业时间
horario continuo,连续营业时间
dar la vez,告知排队顺序
pedir la vez,询问排队顺序
poner una reclamación,提出投诉
pedir el libro de reclamaciones,索要投诉簿
echar un vistazo,看一眼；浏览
hacerse una idea,形成大致印象
ver escaparates,逛橱窗；看橱窗
perder clientes,失去客户
ganar clientes,赢得客户
ropa interior,内衣
ropa de verano,夏装
ropa de invierno,冬装
ropa de deporte,运动服
zapatos planos,平底鞋
zapatos de tacón,高跟鞋
zapatillas de deporte,运动鞋
vestido de fiesta,派对礼服
vestido de noche,晚礼服
vestido de novia,婚纱
traje de fiesta,派对正装
traje de noche,晚礼服（男装）
minifalda,迷你裙
falda corta,短裙
falda larga,长裙
lana,羊毛
algodón,棉；棉花
lino,亚麻
liso,纯色的；光滑的；直的
de rayas,条纹的
de cuadros,格子的
quedar bien,穿着合适
quedar mal,穿着不合适
quedar ancho,穿着肥大
quedar estrecho,穿着紧
quedar grande,穿着大了
quedar pequeño,穿着小了
quedar largo,穿着长了
quedar corto,穿着短了
coser,缝纫
complementos,配饰；附件
conjunto,套装；组合
albornoz,浴袍
bata,睡袍；工作服外罩
camisón,女式睡衣；睡裙
calzador,鞋拔
aguja,针
alfiler,别针
hilo,线
cremallera,拉链
percha,衣架
ropa de temporada,当季服装
ropa de calle,外出服
ropa de cama,床上用品
ropa de montaña,登山服
zapatos abiertos,露趾鞋
zapatos cerrados,包头鞋
zapatos de fiesta,礼服鞋
estampado,印花；图案
cosido,缝好的
descosido,开线的
arrugado,皱的
doblado,折叠的
encoger,缩水
darse de sí,撑大；变松
limpiar en seco,干洗
llevar al tinte,送去干洗/染洗店
quedar ajustado,穿着合身
quedar apretado,穿着紧
quedar amplio,穿着宽松
quedar flojo,穿着松垮
apretar los zapatos,鞋子挤脚
apretar la cintura,腰部勒得紧
estar pasado de moda,过时；不时髦
carro de la compra,购物车
carrito de la compra,小购物车
cesta de la compra,购物篮
bolsa de la compra,购物袋
sección de congelados,冷冻食品区
sección de lácteos,乳制品区
sección de bebidas,饮料区
loncha de jamón,一片火腿
loncha de queso,一片奶酪
trozo de tarta,一块蛋糕
trozo de pan,一块面包
tener de oferta,有特价商品
tener de promoción,有促销商品
estar de promoción,正在促销
alimento básico,基本食品
alimento nutritivo,营养食品
comida sin conservantes,无防腐剂食物
comida sin colorantes,无色素食物
bajo en calorías,低热量
bajo en sal,低盐
bajo en azúcar,低糖
rico en calorías,高热量的
rico en vitaminas,富含维生素
rico en proteínas,富含蛋白质
rico en fibra,富含纤维
rico en calcio,富含钙
llevar el pedido,处理订单
hacer el pedido,下订单
cambio,零钱；更换
vuelta,找零；返回
pagar intereses,支付利息
cobrar intereses,收取利息
pasar por (la) caja,去收银台结账
factura,发票
recibo,收据；账单
presupuesto,预算；报价
condiciones de financiación,融资条件
condiciones de pago,付款条件
pagar a plazos,分期付款
pagar al contado,现金付款
dejar una señal,支付定金
hacer una factura,开发票
hacer un recibo,开收据
pedir una factura,索要发票
pedir un recibo,索要收据
pedir un presupuesto,索要报价单
salir gratis,结果是免费的
ser gratis,是免费的
dos por (el precio de) uno,买一送一
tener tarjeta de cliente,拥有会员卡
tener tarjeta de fidelidad,拥有忠诚卡
solicitar tarjeta de cliente,申请会员卡
solicitar tarjeta de fidelidad,申请忠诚卡
seguro de enfermedad,疾病保险
seguro público,公共保险
seguro privado,私人保险
tener diarrea,腹泻
tener cáncer,患癌症
tener sida,患艾滋病
ponerse enfermo,生病
ponerse bien,恢复健康
tener buena salud,身体健康
tener mala salud,身体不好
cuidar a un enfermo,照顾病人
curar a un enfermo,治愈病人
hacer (un) régimen,节食；进行饮食疗法
estar sano,身体健康
estar de baja,处于病休状态
diagnóstico,诊断
tratamiento,治疗
faringitis,咽炎
diabetes,糖尿病
bronquitis,支气管炎
neumonía,肺炎
depresión,抑郁；抑郁症
tener la tensión alta,血压高
tener la tensión baja,血压低
tener el colesterol alto,胆固醇高
tener azúcar,血糖高；有糖尿病
ataque al corazón,心脏病发作
ataque epiléptico,癫痫发作
ataque de ansiedad,焦虑发作
enfermedad crónica,慢性病
enfermedad leve,轻微疾病
enfermedad grave,严重疾病
enfermedad terminal,绝症
enfermedad mental,精神疾病
enfermedad contagiosa,传染病
enfermedad hereditaria,遗传性疾病
atender a un enfermo,照料病人
contagiar(se),传染；被传染
transmitir,传播；传染
curativo,治疗性的；有疗效的
medicinal,药用的；医疗的
terapéutico,治疗的；疗法的
perjudicial,有害的
beneficioso,有益的
diagnosticar,诊断
cuidarse,照顾自己；保重
reponer fuerzas,恢复体力
padecer una enfermedad,患病
sufrir una enfermedad,患病
pasar una enfermedad,经历一场病
coger un virus,感染病毒
coger un catarro,患感冒
contagiar un virus,传染病毒
contagiar un catarro,传染感冒
dar un infarto,突发心梗
dar una parálisis,突发瘫痪
dar una reacción alérgica,突发过敏反应
dar un desmayo,突然晕厥
sufrir un infarto,遭受心梗
sufrir una parálisis,遭受瘫痪
sufrir una reacción alérgica,出现过敏反应
sufrir un desmayo,晕厥
estar en coma,昏迷中
estar a régimen,正在节食
estar a dieta,正在节食
tener una salud de hierro,身体像铁打的一样健康
tener una salud a prueba de bomba,身体极其健康
hacerse un empaste,补牙
perder el apetito,失去食欲
perder las ganas de comer,没有食欲
quemadura,烧伤
corte,割伤；切口
herida,伤口
caer(se),跌倒
dar(se) un golpe,撞一下；受撞击
quemarse un dedo,烧伤手指
quemarse una mano,烧伤手
cortarse un dedo,割伤手指
cortarse una mano,割伤手
hacerse una herida,弄伤；造成伤口
romperse una pierna,摔断腿
romperse un brazo,摔断胳膊
adelgazar,减肥；变瘦
engordar,增肥；变胖
escayolar,打石膏
vendar,包扎
herida grave,严重的伤口
herida profunda,深的伤口
herida superficial,表浅的伤口
herida leve,轻微的伤口
quedar una cicatriz,留下一道疤痕
curar(se) una herida,伤口愈合/处理伤口
tener un tirón muscular,肌肉拉伤
tener una contractura muscular,肌肉痉挛
hacerse un esguince,扭伤
torcerse un tobillo,扭伤脚踝
dar puntos,缝针
poner una escayola,打石膏
poner una venda,缠绷带
poner un esparadrapo,贴胶布
poner una gasa,敷纱布
ganar peso,增重
perder peso,减重
estar resfriado,感冒了
estar mareado,头晕
síntoma,症状
cansancio,疲劳
debilidad,虚弱
mareos,头晕
náuseas,恶心
fiebre alta,高烧
fiebre baja,低烧
vomitar,呕吐
marearse,头晕；晕车/晕船
sentir cansancio,感到疲劳
sentir dolor,感到疼痛
estar decaído,感到低落
tener ansiedad,焦虑
tener escalofríos,打寒战
tener mareos,头晕
tener náuseas,恶心
tener malestar,不适
tener molestias,不舒服
enfermo,病人；生病的
centro de salud,社区卫生中心
médico de guardia,值班医生
hospital de guardia,值班医院
farmacia de guardia,值班药房
análisis de sangre,血液检查
análisis de orina,尿液检查
dentista,牙医
ginecólogo,妇科医生
oculista,眼科医生
cirujano,外科医生
pedir hora,预约时间
pedir cita,预约挂号
hacerse una revisión,做体检
hacerse unas pruebas,做检查
hacerse un control,做体检
hacerse un análisis de sangre,做血液化验
hacerse un análisis de orina,做尿液化验
ingresar en un hospital,住院
ingresar en urgencias,进急诊室
dar de alta,办理出院
dar de baja,批准病休
dar el alta médica,开具出院证明
dar la baja médica,开具病假证明
especialista,专科医生；专家
ambulatorio,门诊中心
consultorio,诊所；诊室
sanatorio,疗养院；医院
radiografía,X光片
escáner,扫描；扫描仪
TAC,CT扫描（TAC）
transfusión de sangre,输血
ecografía,超声检查
chequeo,体检；全面检查
consulta del médico,医生诊室
consulta del dentista,牙医诊室
consulta del ginecólogo,妇科诊室
asistencia médica,医疗救助
asistencia domiciliaria,上门护理
pediatra,儿科医生
otorrino(laringólogo),耳鼻喉科医生
traumatólogo,创伤科/骨科医生
anestesista,麻醉医生
botiquín,急救箱
camilla,担架；诊疗床
cirugía,外科；手术
revisión ginecológica,妇科检查
revisión dental,牙科检查
revisión anual,年度体检
hospitalizar,使住院；住院治疗
operar,手术；操作
anestesiar,麻醉
curar,治愈；治疗
tomar(se) la tensión,量血压
tirita,创可贴
alcohol,酒精
agua oxigenada,双氧水；过氧化氢
termómetro,温度计
antibiótico,抗生素
aspirina,阿司匹林
gotas,滴剂；滴液
vacuna,疫苗
pastilla,药片
darse una crema,涂抹药膏/面霜
echarse unas gotas,滴药水
ponerse una vacuna,打疫苗
ponerse el termómetro,量体温
hacer una receta médica,开处方
dar una receta médica,开处方
inyección,注射；针剂
pomada,药膏；软膏
calmante,止痛药；镇静剂
supositorio,栓剂
analgésico,镇痛药
antiinflamatorio,抗炎药
prospecto,药品说明书
contraindicaciones,禁忌症
efectos secundarios,副作用
síntomas,症状
gasa,纱布
venda,绷带
esparadrapo,医用胶布
medicamento genérico,仿制药
medicamento homeopático,顺势疗法药物
medicamento contraindicado,禁忌药物
dosis mínima,最低剂量
dosis diaria,每日剂量
dosis recomendada,推荐剂量
vacunarse,接种疫苗
recetar,开药；开处方
cepillo,刷子；梳子
peine,梳子
secador de pelo,吹风机
zapatillas,拖鞋；运动鞋
gorro de ducha,浴帽
gorro de baño,泳帽
espuma de afeitar,剃须泡沫
gel de afeitar,剃须凝胶
maquinilla de afeitar,剃须刀
cuchilla de afeitar,剃须刀片
pastilla de jabón,一块肥皂
perfume,香水
esencia,精华；香精
sales de baño,浴盐
hilo dental,牙线
seda dental,牙线
tijeras,剪刀
lima,锉刀；指甲锉
cortaúñas,指甲钳
bañera de hidromasaje,按摩浴缸
jacuzzi,按摩浴池；Jacuzzi
cabina de ducha,淋浴房
pelo graso,油性头发
pelo sano,健康的头发
pelo brillante,有光泽的头发
dientes blancos,洁白的牙齿
dientes amarillentos,发黄的牙齿
dientes sanos,健康的牙齿
darse una ducha caliente,洗热水澡
darse una ducha fría,洗冷水澡
darse una ducha rápida,快速冲个澡
darse un baño caliente,泡热水澡
darse un baño frío,泡冷水澡
darse un baño relajante,泡放松浴
darse un baño de espuma,泡泡泡浴
cortarse las uñas,剪指甲
limarse las uñas,锉指甲
cepillarse las uñas,刷指甲
enredarse el pelo,头发打结
desenredarse el pelo,梳开打结的头发
recogerse el pelo,把头发扎起来
cepillarse el pelo,梳头发
barra de labios,口红
corte de pelo,发型；理发
peinado,发型；梳妆
pintarse los ojos,画眼妆
pintarse los labios,涂口红
tener las manos suaves,手很柔软
cortarse el pelo,剪头发
melena,长发；头发
maquillaje,化妆；彩妆
colorete,腮红
sombra de ojos,眼影
rímel,睫毛膏
laca,发胶；定型喷雾
gel fijador,定型啫喱
gomina,发蜡/强力发胶
masaje,按摩
hidromasaje,水疗按摩
sauna,桑拿
estética,美容；美学
cosmética (natural),（天然）化妆品学/美容
productos cosméticos,化妆品
salón de belleza,美容院
centro de belleza,美容中心
balneario,温泉疗养地；水疗中心
manchas,斑点；污渍
granos,痘痘；颗粒
crema hidratante,保湿霜
crema suavizante,柔肤霜
crema limpiadora,洁面霜
crema nutritiva,滋养霜
crema solar,防晒霜
ponerse guapo,打扮漂亮
cambiar de peinado,换发型
cambiar de aspecto,改变外貌
mantenerse bien,保持得好
mantenerse mal,保持得不好
mantenerse joven,保持年轻
conservarse bien,保养得好
conservarse mal,保养得不好
conservarse joven,保养得年轻
darse un masaje terapéutico,做治疗性按摩
darse un masaje relajante,做放松按摩
recortarse el bigote,修剪胡子
recortarse la barba,修剪络腮胡
DNI (Documento Nacional de Identidad),西班牙国民身份证（DNI）
visado,签证
cheques de viaje,旅行支票
equipaje,行李
bolsa de aseo,洗漱包
bolsa de viaje,旅行袋
exceso de equipaje,超重行李
mapa de carreteras,公路地图
plano turístico,旅游地图
callejero,城市街道图
anular un billete,取消票
cambiar un billete,改签票
facturar el equipaje,托运行李
facturar las maletas,托运行李箱
perder el equipaje,丢失行李
perder las maletas,丢失行李箱
hacer un crucero,乘游轮旅行
hacer un safari,去游猎
viaje de trabajo,出差旅行
viaje de estudios,游学旅行
viaje de negocios,商务旅行
viaje de larga duración,长期旅行
viajar en familia,全家出游
viajar en grupo,团体旅行
irse de puente,趁小长假出游
irse de fin de semana,周末出游
marcharse de puente,趁小长假外出旅行
marcharse de fin de semana,周末外出旅行
salir de puente,趁小长假出行
salir de fin de semana,周末出行
hacer un viaje organizado,参加跟团游
contratar un viaje organizado,报名跟团游
subirse a un tren,上火车
subirse a un autobús,上公交车
subirse a un avión,上飞机
bajarse de un tren,下火车
bajarse de un autobús,下公交车
bajarse de un avión,下飞机
arena,沙；沙滩
olas,海浪
sandalias,凉鞋
sombrilla,遮阳伞
pelota,球
buceador,潜水员
tomar el sol,晒太阳
pasear por la orilla,沿岸边散步
jugar en la arena,在沙滩上玩
montañero,登山者
senderista,徒步者
escalador,攀岩者
cazador,猎人
hacer una marcha,徒步行进
hacer una excursión,郊游
hacer escalada,攀岩
registrar las maletas,检查行李箱
registrar el equipaje,检查行李
inspeccionar las maletas,检查行李箱
inspeccionar el equipaje,检查行李
extraviar las maletas,遗失行李
viaje de novios,蜜月旅行
viaje de placer,休闲旅行
viaje de recreo,娱乐旅行
viaje oficial,公务旅行
turismo rural,乡村旅游
turismo de aventura,探险旅游
turismo cultural,文化旅游
turismo de montaña,山地旅游
ruta,路线
trayecto,路程；行程
itinerario,行程安排；路线
recorrer el océano,游历海洋
recorrer el país,游历全国
atravesar el océano,穿越海洋
atravesar el país,穿越国家
cruzar el océano,横渡海洋
cruzar el país,穿越国家
viajar en clase turista,乘经济舱旅行
viajar en clase preferente,乘豪华经济舱旅行
viajar en primera clase,乘头等舱旅行
dar la vuelta al mundo,环球旅行
pasar el verano,过夏天；度夏
montar un viaje,策划一次旅行
organizar un viaje,组织一次旅行
cubo,桶
pala,铲子
rastrillo,耙子
flotador,游泳圈
zona nudista,裸体海滩区
puesto de socorro,救护站
paseo marítimo,海滨长廊
bandera verde,绿旗
bandera amarilla,黄旗
bandera roja,红旗
darse un baño,洗澡；下水游泳
ir de pesca,去钓鱼
jugar a las palas,打沙滩球拍
jugar al vóley,打排球
estar el agua fría,水很冷
estar el agua caliente,水很热
estar el agua buena,水质适宜
estar el agua limpia,水很干净
estar el agua sucia,水很脏
estar el agua transparente,水很清澈
quemarse la espalda,晒伤后背
quemarse los hombros,晒伤肩膀
monte,山地；荒野
colina,小山；丘陵
anorak,防寒夹克；羽绒/滑雪外套
escalar,攀登；攀岩
hacer alpinismo,登山
hacer descenso de barrancos,溯溪
